Anime,Character,Role,Favorites,char_url
Handa-kun,"Tsutsui, Akane",Main,16,https://myanimelist.net/character/124862/Akane_Tsutsui
Idaten Jump,"Samejima, Gabu",Main,24,https://myanimelist.net/character/6477/Gabu_Samejima
Idaten Jump,"Yamato, Shou",Main,48,https://myanimelist.net/character/27920/Shou_Yamato
Kemonozume,"Kamitsuki, Yuka",Main,41,https://myanimelist.net/character/2060/Yuka_Kamitsuki
Kenka Dokugaku,"Lee, Gaeul",Main,36,https://myanimelist.net/character/201477/Gaeul_Lee
Kenka Dokugaku,"Yoo, Hobin",Main,95,https://myanimelist.net/character/201473/Hobin_Yoo
"Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou","Glanzudlii, Lay",Main,130,https://myanimelist.net/character/185428/Lay_Glanzudlii
"Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou","Necron, Sasha",Main,557,https://myanimelist.net/character/177218/Sasha_Necron
"Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou","Necron, Misha",Main,844,https://myanimelist.net/character/177217/Misha_Necron
"Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou","Voldigoad, Anos",Main,3934,https://myanimelist.net/character/175947/Anos_Voldigoad
Mononogatari 2nd Season,"Kunato, Hyouma",Main,16,https://myanimelist.net/character/207255/Hyouma_Kunato
Nami yo Kiitekure,"Koda, Minare",Main,207,https://myanimelist.net/character/174192/Minare_Koda
Re:␣Hamatora,Art,Main,282,https://myanimelist.net/character/93437/Art
Re:␣Hamatora,Hajime,Main,191,https://myanimelist.net/character/93435/Hajime
Re:␣Hamatora,Murasaki,Main,64,https://myanimelist.net/character/93433/Murasaki
Re:␣Hamatora,Nice,Main,750,https://myanimelist.net/character/93431/Nice
Rekka no Honoo,"Hanabishi, Rekka",Main,123,https://myanimelist.net/character/189/Rekka_Hanabishi
Rekka no Honoo,"Kirisawa, Fuuko",Main,35,https://myanimelist.net/character/190/Fuuko_Kirisawa
Rekka no Honoo,"Koganei, Kaoru",Main,28,https://myanimelist.net/character/193/Kaoru_Koganei
Rekka no Honoo,Kurei,Main,45,https://myanimelist.net/character/666/Kurei
Rekka no Honoo,"Mikagami, Tokiya",Main,43,https://myanimelist.net/character/192/Tokiya_Mikagami
Rekka no Honoo,"Sakoshita, Yanagi",Main,16,https://myanimelist.net/character/665/Yanagi_Sakoshita
Sabage-bu!,"Goutokuji, Kayo",Main,34,https://myanimelist.net/character/104947/Kayo_Goutokuji
Sabage-bu!,"Kasugano, Urara",Main,54,https://myanimelist.net/character/104945/Urara_Kasugano
Sabage-bu!,"Ootori, Miou",Main,50,https://myanimelist.net/character/104941/Miou_Ootori
Sabage-bu!,"Sonokawa, Momoka",Main,425,https://myanimelist.net/character/104939/Momoka_Sonokawa
"Sekai Saikou no Ansatsusha, Isekai Kizoku ni Tensei suru",Maha,Main,313,https://myanimelist.net/character/192920/Maha
"Sekai Saikou no Ansatsusha, Isekai Kizoku ni Tensei suru",Tarte,Main,82,https://myanimelist.net/character/192919/Tarte
"Sekai Saikou no Ansatsusha, Isekai Kizoku ni Tensei suru","Tuatha Dé, Lugh",Main,534,https://myanimelist.net/character/192917/Lugh_Tuatha_Dé
"Sekai Saikou no Ansatsusha, Isekai Kizoku ni Tensei suru","Viekone, Dia",Main,323,https://myanimelist.net/character/192918/Dia_Viekone
Kidou Shinseiki Gundam X,"Adill, Tiffa",Main,36,https://myanimelist.net/character/3602/Tiffa_Adill
Kidou Shinseiki Gundam X,"Neate, Jamil",Main,38,https://myanimelist.net/character/7211/Jamil_Neate
Kidou Shinseiki Gundam X,"Ran, Garrod",Main,67,https://myanimelist.net/character/7210/Garrod_Ran
Otome Game Sekai wa Mob ni Kibishii Sekai desu,"Fou Bartfort, Leon",Main,763,https://myanimelist.net/character/194779/Leon_Fou_Bartfort
Otome Game Sekai wa Mob ni Kibishii Sekai desu,Olivia,Main,116,https://myanimelist.net/character/194781/Olivia
Otome Game Sekai wa Mob ni Kibishii Sekai desu,"Rapha Redgrave, Angelica",Main,151,https://myanimelist.net/character/194782/Angelica_Rapha_Redgrave
Rozen Maiden (2013),Kanaria,Main,72,https://myanimelist.net/character/1106/Kanaria
Rozen Maiden (2013),Kirakishou,Main,164,https://myanimelist.net/character/3317/Kirakishou
Saber Marionette J,Bloodberry,Main,22,https://myanimelist.net/character/2660/Bloodberry
Saber Marionette J,Cherry,Main,33,https://myanimelist.net/character/2659/Cherry
Saber Marionette J,Lime,Main,144,https://myanimelist.net/character/2658/Lime
Sakurada Reset,"Asai, Kei",Main,133,https://myanimelist.net/character/146224/Kei_Asai
Sakurada Reset,"Haruki, Misora",Main,80,https://myanimelist.net/character/146244/Misora_Haruki
Sakurada Reset,"Souma, Sumire",Main,183,https://myanimelist.net/character/146245/Sumire_Souma
Sword Art Online Alternative: Gun Gale Online II,"Kohiruimaki, Karen",Main,788,https://myanimelist.net/character/120781/Karen_Kohiruimaki
Sword Art Online Alternative: Gun Gale Online II,Pitohui,Main,150,https://myanimelist.net/character/120783/Pitohui
Sword Art Online Alternative: Gun Gale Online II,"Shinohara, Miyu",Main,76,https://myanimelist.net/character/134797/Miyu_Shinohara
Trinity Seven Movie 2: Heavens Library to Crimson Lord,"Asami, Lilith",Main,942,https://myanimelist.net/character/52883/Lilith_Asami
Trinity Seven Movie 2: Heavens Library to Crimson Lord,"Fudou, Akio",Main,107,https://myanimelist.net/character/52889/Akio_Fudou
Trinity Seven Movie 2: Heavens Library to Crimson Lord,"Kannazuki, Arin",Main,267,https://myanimelist.net/character/56701/Arin_Kannazuki
Trinity Seven Movie 2: Heavens Library to Crimson Lord,"Kasuga, Arata",Main,1778,https://myanimelist.net/character/42391/Arata_Kasuga
Trinity Seven Movie 2: Heavens Library to Crimson Lord,"Kazama, Levi",Main,1060,https://myanimelist.net/character/52885/Levi_Kazama
Trinity Seven Movie 2: Heavens Library to Crimson Lord,"Kurata, Yui",Main,475,https://myanimelist.net/character/52887/Yui_Kurata
Trinity Seven Movie 2: Heavens Library to Crimson Lord,"Sherlock, Lieselotte",Main,740,https://myanimelist.net/character/68397/Lieselotte_Sherlock
Trinity Seven Movie 2: Heavens Library to Crimson Lord,"Yamana, Mira",Main,216,https://myanimelist.net/character/52891/Mira_Yamana
Uchuu no Stellvia,"Katase, Shima",Main,28,https://myanimelist.net/character/194/Shima_Katase
Wonderful Precure!,"Inukai, Komugi",Main,34,https://myanimelist.net/character/240102/Komugi_Inukai
Wonderful Precure!,"Nekoyashiki, Yuki",Main,20,https://myanimelist.net/character/240144/Yuki_Nekoyashiki
Bokutachi wa Benkyou ga Dekinai!,"Furuhashi, Fumino",Main,2965,https://myanimelist.net/character/148394/Fumino_Furuhashi
Bokutachi wa Benkyou ga Dekinai!,"Kirisu, Mafuyu",Main,1737,https://myanimelist.net/character/154056/Mafuyu_Kirisu
Bokutachi wa Benkyou ga Dekinai!,"Kominami, Asumi",Main,416,https://myanimelist.net/character/157374/Asumi_Kominami
Bokutachi wa Benkyou ga Dekinai!,"Ogata, Rizu",Main,489,https://myanimelist.net/character/148393/Rizu_Ogata
Bokutachi wa Benkyou ga Dekinai!,"Takemoto, Uruka",Main,525,https://myanimelist.net/character/150193/Uruka_Takemoto
Bokutachi wa Benkyou ga Dekinai!,"Yuiga, Nariyuki",Main,134,https://myanimelist.net/character/148395/Nariyuki_Yuiga
Ginga Kikoutai Majestic Prince,"Hitachi, Izuru",Main,24,https://myanimelist.net/character/76272/Izuru_Hitachi
"""Bungaku Shoujo"" Movie","Amano, Tooko",Main,181,https://myanimelist.net/character/28451/Tooko_Amano
"""Bungaku Shoujo"" Movie","Asakura, Miu",Main,24,https://myanimelist.net/character/30494/Miu_Asakura
"""Bungaku Shoujo"" Movie","Inoue, Konoha",Main,18,https://myanimelist.net/character/24792/Konoha_Inoue
Allison to Lillia,"Bain, Treize",Main,17,https://myanimelist.net/character/12316/Treize_Bain
Allison to Lillia,"Schultz, Wilhelm",Main,31,https://myanimelist.net/character/10121/Wilhelm_Schultz
Allison to Lillia,"Whittington, Allison",Main,66,https://myanimelist.net/character/10009/Allison_Whittington
Allison to Lillia,"Whittington-Schultz, Lillianne Aicasia Corazón",Main,19,https://myanimelist.net/character/12325/Lillianne_Aicasia_Corazón_Whittington-Schultz
Black Cat (TV),Eve,Main,425,https://myanimelist.net/character/44/Eve
Black Cat (TV),"Heartnet, Train",Main,1977,https://myanimelist.net/character/42/Train_Heartnet
Black Cat (TV),"Vollfied, Sven",Main,365,https://myanimelist.net/character/43/Sven_Vollfied
Black Cat (TV),"Walker, Rinslet",Main,34,https://myanimelist.net/character/45/Rinslet_Walker
Date A Live Movie: Mayuri Judgment,"Itsuka, Kotori",Main,2141,https://myanimelist.net/character/65263/Kotori_Itsuka
Date A Live Movie: Mayuri Judgment,"Itsuka, Shidou",Main,1056,https://myanimelist.net/character/65257/Shidou_Itsuka
Date A Live Movie: Mayuri Judgment,"Izayoi, Miku",Main,490,https://myanimelist.net/character/84063/Miku_Izayoi
Date A Live Movie: Mayuri Judgment,Mayuri,Main,122,https://myanimelist.net/character/127281/Mayuri
Date A Live Movie: Mayuri Judgment,"Tobiichi, Origami",Main,2349,https://myanimelist.net/character/65261/Origami_Tobiichi
Date A Live Movie: Mayuri Judgment,"Yatogami, Tooka",Main,4592,https://myanimelist.net/character/65259/Tooka_Yatogami
Free!,"Hazuki, Nagisa",Main,2092,https://myanimelist.net/character/83021/Nagisa_Hazuki
Free!,"Matsuoka, Rin",Main,5367,https://myanimelist.net/character/83019/Rin_Matsuoka
Free!,"Nanase, Haruka",Main,3951,https://myanimelist.net/character/83023/Haruka_Nanase
Free!,"Ryuugazaki, Rei",Main,1065,https://myanimelist.net/character/83025/Rei_Ryuugazaki
Free!,"Tachibana, Makoto",Main,4924,https://myanimelist.net/character/83027/Makoto_Tachibana
Fuuto Tantei,"Hidari, Shoutarou",Main,94,https://myanimelist.net/character/164676/Shoutarou_Hidari
Fuuto Tantei,Philip,Main,62,https://myanimelist.net/character/168504/Philip
Fuuto Tantei,Tokime,Main,106,https://myanimelist.net/character/168509/Tokime
Healer Girl,"Itsushiro, Reimi",Main,16,https://myanimelist.net/character/196245/Reimi_Itsushiro
Himouto! Umaru-chan R,"Doma, Taihei",Main,227,https://myanimelist.net/character/92799/Taihei_Doma
Himouto! Umaru-chan R,"Doma, Umaru",Main,4658,https://myanimelist.net/character/92797/Umaru_Doma
Himouto! Umaru-chan R,"Ebina, Nana",Main,533,https://myanimelist.net/character/92801/Nana_Ebina
Himouto! Umaru-chan R,"Motoba, Kirie",Main,466,https://myanimelist.net/character/92803/Kirie_Motoba
Himouto! Umaru-chan R,"Tachibana, Sylphinford",Main,404,https://myanimelist.net/character/92805/Sylphinford_Tachibana
Isekai Shikkaku,Sensei,Main,180,https://myanimelist.net/character/213718/Sensei
Isekai Shikkaku,Tama,Main,17,https://myanimelist.net/character/242642/Tama
Koori Zokusei Danshi to Cool na Douryou Joshi,Fuyutsuki-san,Main,385,https://myanimelist.net/character/193560/Fuyutsuki-san
Koori Zokusei Danshi to Cool na Douryou Joshi,Himuro-kun,Main,170,https://myanimelist.net/character/193559/Himuro-kun
Kure-nai,"Kuhouin, Murasaki",Main,129,https://myanimelist.net/character/10174/Murasaki_Kuhouin
Kure-nai,"Kurenai, Shinkurou",Main,48,https://myanimelist.net/character/10173/Shinkurou_Kurenai
Ore no Imouto ga Konnani Kawaii Wake ga Nai Specials,"Gokou, Ruri",Main,6692,https://myanimelist.net/character/31008/Ruri_Gokou
Ore no Imouto ga Konnani Kawaii Wake ga Nai Specials,"Kousaka, Kyousuke",Main,505,https://myanimelist.net/character/24543/Kyousuke_Kousaka
Sewayaki Kitsune no Senko-san,"Nakano, Kuroto",Main,54,https://myanimelist.net/character/167061/Kuroto_Nakano
Sewayaki Kitsune no Senko-san,Senko,Main,2736,https://myanimelist.net/character/166231/Senko
Shoushimin Series,"Kobato, Jougorou",Main,17,https://myanimelist.net/character/240639/Jougorou_Kobato
Shoushimin Series,"Osanai, Yuki",Main,92,https://myanimelist.net/character/240640/Yuki_Osanai
Tennis no Oujisama Movie 1: Futari no Samurai - The First Game,"Echizen, Ryouga",Main,61,https://myanimelist.net/character/6692/Ryouga_Echizen
Zoids Shinseiki/Zero,"Cloud, Bit",Main,50,https://myanimelist.net/character/1239/Bit_Cloud
Slayers Great,"Saillune, Gracia Ul Naga",Main,153,https://myanimelist.net/character/3365/Gracia_Ul_Naga_Saillune
Tsuki to Laika to Nosferatu,"Leps, Lev",Main,35,https://myanimelist.net/character/194275/Lev_Leps
Tsuki to Laika to Nosferatu,"Luminesk, Irina",Main,419,https://myanimelist.net/character/194274/Irina_Luminesk
Ame wo Tsugeru Hyouryuu Danchi,Noppo,Main,48,https://myanimelist.net/character/209968/Noppo
Ame wo Tsugeru Hyouryuu Danchi,"Tonai, Natsume",Main,20,https://myanimelist.net/character/209967/Natsume_Tonai
Appleseed Saga Ex Machina,"Hecantochires, Briareos",Main,140,https://myanimelist.net/character/2211/Briareos_Hecantochires
Appleseed Saga Ex Machina,"Knute, Deunan",Main,145,https://myanimelist.net/character/2210/Deunan_Knute
Araburu Kisetsu no Otome-domo yo.,"Hongou, Hitoha",Main,114,https://myanimelist.net/character/171130/Hitoha_Hongou
Araburu Kisetsu no Otome-domo yo.,"Onodera, Kazusa",Main,123,https://myanimelist.net/character/171340/Kazusa_Onodera
Araburu Kisetsu no Otome-domo yo.,"Sonezaki, Rika",Main,143,https://myanimelist.net/character/171132/Rika_Sonezaki
Araburu Kisetsu no Otome-domo yo.,"Sudou, Momoko",Main,50,https://myanimelist.net/character/171133/Momoko_Sudou
Araburu Kisetsu no Otome-domo yo.,"Sugawara, Niina",Main,206,https://myanimelist.net/character/171131/Niina_Sugawara
Danna ga Nani wo Itteiru ka Wakaranai Ken 2 Sure-me,"Tsunashi, Hajime",Main,73,https://myanimelist.net/character/112589/Hajime_Tsunashi
Danna ga Nani wo Itteiru ka Wakaranai Ken 2 Sure-me,"Tsunashi, Kaoru",Main,166,https://myanimelist.net/character/112587/Kaoru_Tsunashi
Hanayamata,"Fountainstand, Hana N.",Main,95,https://myanimelist.net/character/104823/Hana_N_Fountainstand
Hanayamata,"Nishimikado, Tami",Main,31,https://myanimelist.net/character/104827/Tami_Nishimikado
Hanayamata,"Sasame, Yaya",Main,26,https://myanimelist.net/character/104825/Yaya_Sasame
Hanayamata,"Sekiya, Naru",Main,84,https://myanimelist.net/character/104821/Naru_Sekiya
Love Lab,"Enomoto, Yuiko",Main,38,https://myanimelist.net/character/74275/Yuiko_Enomoto
Love Lab,"Kurahashi, Riko",Main,251,https://myanimelist.net/character/74269/Riko_Kurahashi
Love Lab,"Maki, Natsuo",Main,293,https://myanimelist.net/character/74271/Natsuo_Maki
Love Lab,"Mizushima, Sayori",Main,49,https://myanimelist.net/character/74277/Sayori_Mizushima
Love Lab,"Tanahashi, Suzune",Main,24,https://myanimelist.net/character/74273/Suzune_Tanahashi
Robotics;Notes,"Furugoori, Kona",Main,580,https://myanimelist.net/character/60157/Kona_Furugoori
Robotics;Notes,"Hidaka, Subaru",Main,19,https://myanimelist.net/character/60155/Subaru_Hidaka
Robotics;Notes,"Senomiya, Akiho",Main,235,https://myanimelist.net/character/60153/Akiho_Senomiya
Robotics;Notes,"Yashio, Kaito",Main,52,https://myanimelist.net/character/60151/Kaito_Yashio
Robotics;Notes,"Yukifune, Airi",Main,23,https://myanimelist.net/character/60161/Airi_Yukifune
Long Zu Episode 0,"Chen, Motong",Main,47,https://myanimelist.net/character/216567/Motong_Chen
Long Zu Episode 0,"Lu, Mingfei",Main,17,https://myanimelist.net/character/216482/Mingfei_Lu
Nu Wushen de Canzhuo II,"Murata, Himeko",Main,65,https://myanimelist.net/character/172813/Himeko_Murata
Ore wo Suki nano wa Omae dake ka yo,"Akino, Sakura",Main,114,https://myanimelist.net/character/148930/Sakura_Akino
Ore wo Suki nano wa Omae dake ka yo,"Hinata, Aoi",Main,67,https://myanimelist.net/character/148928/Aoi_Hinata
Ore wo Suki nano wa Omae dake ka yo,"Kisaragi, Amatsuyu",Main,524,https://myanimelist.net/character/148927/Amatsuyu_Kisaragi
Ore wo Suki nano wa Omae dake ka yo,"Sanshokuin, Sumireko",Main,1523,https://myanimelist.net/character/165831/Sumireko_Sanshokuin
Rakuen Tsuihou,"Balzac, Angela",Main,168,https://myanimelist.net/character/86857/Angela_Balzac
Rakuen Tsuihou,Frontier Setter,Main,39,https://myanimelist.net/character/118667/Frontier_Setter
Rakuen Tsuihou,"Kajiwara, Zarik",Main,28,https://myanimelist.net/character/92747/Zarik_Kajiwara
Ristorante Paradiso,"Paradiso, Santo Claudio",Main,24,https://myanimelist.net/character/19254/Santo_Claudio_Paradiso
Shinrei Tantei Yakumo,"Ozawa, Haruka",Main,35,https://myanimelist.net/character/26959/Haruka_Ozawa
Shinrei Tantei Yakumo,"Saitou, Yakumo",Main,587,https://myanimelist.net/character/23272/Yakumo_Saitou
Sousei no Onmyouji,"Adashino, Benio",Main,745,https://myanimelist.net/character/95667/Benio_Adashino
Sousei no Onmyouji,"Enmadou, Rokuro",Main,733,https://myanimelist.net/character/95665/Rokuro_Enmadou
Tales of Zestiria the Cross 2nd Season,Dezel,Main,29,https://myanimelist.net/character/124249/Dezel
Tales of Zestiria the Cross 2nd Season,"Diphda, Alisha",Main,205,https://myanimelist.net/character/107615/Alisha_Diphda
Tales of Zestiria the Cross 2nd Season,Edna,Main,203,https://myanimelist.net/character/107619/Edna
Tales of Zestiria the Cross 2nd Season,Lailah,Main,78,https://myanimelist.net/character/107621/Lailah
Tales of Zestiria the Cross 2nd Season,Mikleo,Main,358,https://myanimelist.net/character/107617/Mikleo
Tales of Zestiria the Cross 2nd Season,Rose,Main,80,https://myanimelist.net/character/124248/Rose
Tales of Zestiria the Cross 2nd Season,Sorey,Main,369,https://myanimelist.net/character/107613/Sorey
The Third: Aoi Hitomi no Shoujo,Honoka,Main,68,https://myanimelist.net/character/4936/Honoka
Wagamama☆Fairy Mirumo de Pon!,"Minami, Kaede",Main,22,https://myanimelist.net/character/5811/Kaede_Minami
Wagamama☆Fairy Mirumo de Pon!,Mirumo,Main,20,https://myanimelist.net/character/6861/Mirumo
Artiswitch,Nina,Main,35,https://myanimelist.net/character/197858/Nina
Bamboo Blade,"Azuma, Satori",Main,17,https://myanimelist.net/character/5386/Satori_Azuma
Bamboo Blade,"Chiba, Kirino",Main,206,https://myanimelist.net/character/5381/Kirino_Chiba
Bamboo Blade,"Eiga, Danjuurou",Main,17,https://myanimelist.net/character/5388/Danjuurou_Eiga
Bamboo Blade,"Kawazoe, Tamaki",Main,255,https://myanimelist.net/character/5378/Tamaki_Kawazoe
Bamboo Blade,"Kuwahara, Sayako",Main,28,https://myanimelist.net/character/5387/Sayako_Kuwahara
Bamboo Blade,"Miyazaki, Miyako",Main,38,https://myanimelist.net/character/5380/Miyako_Miyazaki
High School Fleet,"Braunschweig Ingenohl Friedeburg, Wilhelmina",Main,126,https://myanimelist.net/character/140072/Wilhelmina_Braunschweig_Ingenohl_Friedeburg
High School Fleet,"Irizaki, Mei",Main,51,https://myanimelist.net/character/138661/Mei_Irizaki
High School Fleet,"Misaki, Akeno",Main,126,https://myanimelist.net/character/132751/Akeno_Misaki
High School Fleet,"Munetani, Mashiro",Main,73,https://myanimelist.net/character/137753/Mashiro_Munetani
High School Fleet,"Nosa, Kouko",Main,50,https://myanimelist.net/character/138660/Kouko_Nosa
High School Fleet,"Shiretoko, Rin",Main,24,https://myanimelist.net/character/138662/Rin_Shiretoko
High School Fleet,"Tateishi, Shima",Main,31,https://myanimelist.net/character/138659/Shima_Tateishi
Aura: Maryuuin Kouga Saigo no Tatakai,"Satou, Ryouko",Main,67,https://myanimelist.net/character/67465/Ryouko_Satou
Aura: Maryuuin Kouga Saigo no Tatakai,"Satou, Ichirou",Main,22,https://myanimelist.net/character/67463/Ichirou_Satou
Busou Renkin,"Chouno, Koushaku",Main,187,https://myanimelist.net/character/2076/Koushaku_Chouno
Busou Renkin,"Muto, Kazuki",Main,246,https://myanimelist.net/character/3397/Kazuki_Muto
Busou Renkin,"Sakimori, Mamoru",Main,104,https://myanimelist.net/character/2088/Mamoru_Sakimori
Busou Renkin,"Tsumura, Tokiko",Main,271,https://myanimelist.net/character/3688/Tokiko_Tsumura
Fuse: Teppou Musume no Torimonochou,Shino,Main,43,https://myanimelist.net/character/73555/Shino
Gaikotsu Shotenin Honda-san,Honda,Main,156,https://myanimelist.net/character/163294/Honda
Ginban Kaleidoscope,"Pumps, Pete",Main,37,https://myanimelist.net/character/176/Pete_Pumps
